dataset_short_name,SPLASH_results,metadata_file,translation_table,genomes_folder,genome_list,genome_metadata_file,taxid
260713-00-3ants-challenge-a27t27,/scratch/users/jiamuyu/proj_botryllus/splash2/260713_01_3ants_challenge/a27t27g0r4s4d4/,/scratch/users/jiamuyu/proj_botryllus/splash2/260713_01_3ants_challenge/metadata.csv,1,,,,{300111;102681;104421}
