dataset_short_name,SPLASH_results,metadata_file,lookup_table,translation_table
eFaecium-CollEtAl-ampRes,/scratch/groups/horence/dcotter1/runs/E_faecium_CollEtAl,/oak/stanford/groups/horence/dcotter1/utility_files/metadata/metaSPLASH_metadata/E_faecium_cleaned_resistance_metadata_amp_only.tsv,/oak/stanford/groups/horence/dcotter1/lookup_tables/artifacts/artifact_lookup.slt,11,NA,NA
canTrop-AzoleResistance-PRJNA946688,/scratch/groups/horence/dcotter1/runs/candida_tropicalis_PRJNA946688,/oak/stanford/groups/horence/dcotter1/utility_files/metadata/metaSPLASH_metadata/candida_tropicalis_PRJNA946688_cleaned_metadata.tsv,/oak/stanford/groups/horence/dcotter1/lookup_tables/artifacts/artifact_lookup.slt,12,NA,NA
