sample_name	ampicillin_RIS	gentamicin_RIS	linezolid_RIS	quinupristin_dalfopristin_RIS	streptomycin_RIS	teicoplanin_RIS	tigecycline_RIS	vancomycin_RIS
1352.10164	I/R	NA	NA	NA	NA	NA	NA	S
1352.1016299999999	I/R	NA	NA	NA	NA	NA	NA	S
1352.10162	S	NA	NA	NA	NA	NA	NA	S
1352.10161	S	NA	NA	NA	NA	NA	NA	S
1352.1016	I/R	NA	NA	NA	NA	NA	NA	S
1352.10159	S	NA	NA	NA	NA	NA	NA	S
1352.10158	S	NA	NA	NA	NA	NA	NA	S
1352.10157	S	NA	NA	NA	NA	NA	NA	S
1352.10156	S	NA	NA	NA	NA	NA	NA	S
1352.10155	S	NA	NA	NA	NA	NA	NA	S
1352.1015400000001	S	NA	NA	NA	NA	NA	NA	S
1352.10153	I/R	NA	NA	NA	NA	NA	NA	S
1352.10152	S	NA	NA	NA	NA	NA	NA	S
1352.10151	S	NA	NA	NA	NA	NA	NA	S
1352.10149	I/R	NA	NA	NA	NA	NA	NA	S
1352.10116	S	NA	NA	NA	NA	NA	NA	S
1352.10115	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10114	S	NA	NA	NA	NA	NA	NA	S
1352.10079	I/R	NA	NA	NA	NA	NA	NA	S
1352.10078	S	NA	NA	NA	NA	NA	NA	S
1352.10077	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10076	I/R	NA	NA	NA	NA	NA	NA	S
1352.10074	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10073	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10072	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.1007	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10069	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10068	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10067	I/R	NA	NA	NA	NA	NA	NA	S
1352.10066	I/R	NA	NA	NA	NA	NA	NA	S
1352.10065	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10064	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10063	I/R	NA	NA	NA	NA	NA	NA	S
1352.10062	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10061	I/R	NA	NA	NA	NA	NA	NA	S
1352.1006	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10059	I/R	NA	NA	NA	NA	NA	NA	S
1352.10058	I/R	NA	NA	NA	NA	NA	NA	S
1352.10057	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10056	I/R	NA	NA	NA	NA	NA	NA	S
1352.10055	I/R	NA	NA	NA	NA	NA	NA	S
1352.10054	S	NA	NA	NA	NA	NA	NA	S
1352.10053	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10052	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10051	I/R	NA	NA	NA	NA	NA	NA	S
1352.1005	I/R	NA	NA	NA	NA	NA	NA	S
1352.10049	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.1008	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10081	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10082	I/R	NA	NA	NA	NA	NA	NA	S
1352.10083	I/R	NA	NA	NA	NA	NA	NA	S
1352.10113	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10112	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10111	I/R	NA	NA	NA	NA	NA	NA	S
1352.1011	I/R	NA	NA	NA	NA	NA	NA	S
1352.10109	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10108	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10107	I/R	NA	NA	NA	NA	NA	NA	S
1352.10106	I/R	NA	NA	NA	NA	NA	NA	S
1352.10105	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10104	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10103	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10102	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10101	I/R	NA	NA	NA	NA	NA	NA	S
1352.101	I/R	NA	NA	NA	NA	NA	NA	S
1352.10047	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10099	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10097	I/R	NA	NA	NA	NA	NA	NA	S
1352.10096	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10095	I/R	NA	NA	NA	NA	NA	NA	S
1352.10094	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10093	I/R	NA	NA	NA	NA	NA	NA	S
1352.10092	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10091	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.1009	I/R	NA	NA	NA	NA	NA	NA	S
1352.10089	I/R	NA	NA	NA	NA	NA	NA	S
1352.10088	I/R	NA	NA	NA	NA	NA	NA	S
1352.10087	I/R	NA	NA	NA	NA	NA	NA	S
1352.10086	I/R	NA	NA	NA	NA	NA	NA	S
1352.10085	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10084	I/R	NA	NA	NA	NA	NA	NA	S
1352.10098	S	NA	NA	NA	NA	NA	NA	S
1352.10462	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9965	I/R	NA	NA	NA	NA	NA	NA	S
1352.10464	S	NA	NA	NA	NA	NA	NA	S
1352.9532	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9533	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9534	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9535	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9536	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9537	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9538	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9539	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.954	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9541	I/R	NA	NA	NA	NA	NA	NA	S
1352.9542	I/R	NA	NA	NA	NA	NA	NA	S
1352.9543	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9544	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9545	I/R	NA	NA	NA	NA	NA	NA	S
1352.9546	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9547	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9548	I/R	NA	NA	NA	NA	NA	NA	S
1352.9549	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.955	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9551	I/R	NA	NA	NA	NA	NA	NA	S
1352.9552	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9553	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9554	I/R	NA	NA	NA	NA	NA	NA	S
1352.9555	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9556	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9557	I/R	NA	NA	NA	NA	NA	NA	S
1352.9558	I/R	NA	NA	NA	NA	NA	NA	S
1352.9531	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9559	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.953	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9527	I/R	NA	NA	NA	NA	NA	NA	S
1352.95	I/R	NA	NA	NA	NA	NA	NA	S
1352.9501	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9502	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9503	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9504	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9505	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9506	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9507	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9508	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9509	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.951	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9511	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9512	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9513	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9514	I/R	NA	NA	NA	NA	NA	NA	S
1352.9515	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9516	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9517	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9518	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9519	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.952	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9521	S	NA	NA	NA	NA	NA	NA	S
1352.9522	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9523	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9524	I/R	NA	NA	NA	NA	NA	NA	S
1352.9525	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9526	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9528	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.956	I/R	NA	NA	NA	NA	NA	NA	S
1352.9561	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9562	I/R	NA	NA	NA	NA	NA	NA	S
1352.9595	I/R	NA	NA	NA	NA	NA	NA	S
1352.9596	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9597	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9598	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9599	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.96	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9601	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9602	I/R	NA	NA	NA	NA	NA	NA	S
1352.9603	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9604	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9605	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9606	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9607	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9608	I/R	NA	NA	NA	NA	NA	NA	S
1352.9609	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.961	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9611	I/R	NA	NA	NA	NA	NA	NA	S
1352.9612	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9613	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9614	I/R	NA	NA	NA	NA	NA	NA	S
1352.9615	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9616	I/R	NA	NA	NA	NA	NA	NA	S
1352.9617	I/R	NA	NA	NA	NA	NA	NA	S
1352.9618	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9619	I/R	NA	NA	NA	NA	NA	NA	S
1352.962	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9621	I/R	NA	NA	NA	NA	NA	NA	S
1352.9594	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9593	I/R	NA	NA	NA	NA	NA	NA	S
1352.9592	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9591	I/R	NA	NA	NA	NA	NA	NA	S
1352.9563	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9564	I/R	NA	NA	NA	NA	NA	NA	S
1352.9565	I/R	NA	NA	NA	NA	NA	NA	S
1352.9566	I/R	NA	NA	NA	NA	NA	NA	S
1352.9567	I/R	NA	NA	NA	NA	NA	NA	S
1352.9568	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9569	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.957	I/R	NA	NA	NA	NA	NA	NA	S
1352.9571	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9572	I/R	NA	NA	NA	NA	NA	NA	S
1352.9573	I/R	NA	NA	NA	NA	NA	NA	S
1352.9574	S	NA	NA	NA	NA	NA	NA	S
1352.9575	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9499	I/R	NA	NA	NA	NA	NA	NA	S
1352.9576	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9578	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9579	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.958	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9581	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9582	I/R	NA	NA	NA	NA	NA	NA	S
1352.9583	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9584	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9585	I/R	NA	NA	NA	NA	NA	NA	S
1352.9586	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9587	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9588	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9589	I/R	NA	NA	NA	NA	NA	NA	S
1352.959	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9577	I/R	NA	NA	NA	NA	NA	NA	S
1352.9498	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9497	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9496	I/R	NA	NA	NA	NA	NA	NA	S
1352.9399	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.94	I/R	NA	NA	NA	NA	NA	NA	S
1352.9401	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9402	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9403	I/R	NA	NA	NA	NA	NA	NA	S
1352.9404	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9405	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9407	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9408	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9409	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.941	S	NA	NA	NA	NA	NA	NA	S
1352.9411	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9412	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9413	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9414	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9415	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9416	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9417	I/R	NA	NA	NA	NA	NA	NA	S
1352.9418	I/R	NA	NA	NA	NA	NA	NA	S
1352.9419	I/R	NA	NA	NA	NA	NA	NA	S
1352.942	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9421	I/R	NA	NA	NA	NA	NA	NA	S
1352.9422	I/R	NA	NA	NA	NA	NA	NA	S
1352.9423	I/R	NA	NA	NA	NA	NA	NA	S
1352.9424	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9425	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9426	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9397	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9396	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9395	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9394	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9366	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9367	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9368	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9369	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.937	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9371	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9372	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9373	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9374	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9375	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9376	I/R	NA	NA	NA	NA	NA	NA	S
1352.9377	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9378	I/R	NA	NA	NA	NA	NA	NA	S
1352.9427	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9379	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9381	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9382	I/R	NA	NA	NA	NA	NA	NA	S
1352.9383	I/R	NA	NA	NA	NA	NA	NA	S
1352.9385	I/R	NA	NA	NA	NA	NA	NA	S
1352.9386	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9387	I/R	NA	NA	NA	NA	NA	NA	S
1352.9388	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9389	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.939	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9391	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9392	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9393	I/R	NA	NA	NA	NA	NA	NA	S
1352.938	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9622	I/R	NA	NA	NA	NA	NA	NA	S
1352.9428	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.943	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9464	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9465	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9466	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9467	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9468	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.947	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9471	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9472	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9473	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9474	I/R	NA	NA	NA	NA	NA	NA	S
1352.9475	I/R	NA	NA	NA	NA	NA	NA	S
1352.9476	I/R	NA	NA	NA	NA	NA	NA	S
1352.9477	I/R	NA	NA	NA	NA	NA	NA	S
1352.9478	I/R	NA	NA	NA	NA	NA	NA	S
1352.9479	I/R	NA	NA	NA	NA	NA	NA	S
1352.948	S	NA	NA	NA	NA	NA	NA	I/R
1352.9483	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9484	I/R	NA	NA	NA	NA	NA	NA	S
1352.9485	I/R	NA	NA	NA	NA	NA	NA	S
1352.9486	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9488	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9489	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.949	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9492	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9493	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9494	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9495	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9463	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9462	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9461	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.946	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9431	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9432	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9433	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9434	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9435	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9436	S	NA	NA	NA	NA	NA	NA	S
1352.9437	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9438	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9439	I/R	NA	NA	NA	NA	NA	NA	S
1352.944	I/R	NA	NA	NA	NA	NA	NA	S
1352.9441	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10463	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9443	I/R	NA	NA	NA	NA	NA	NA	S
1352.9429	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9444	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9446	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9447	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9448	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9449	S	NA	NA	NA	NA	NA	NA	S
1352.945	I/R	NA	NA	NA	NA	NA	NA	S
1352.9451	I/R	NA	NA	NA	NA	NA	NA	S
1352.9452000000001	I/R	NA	NA	NA	NA	NA	NA	S
1352.9453	I/R	NA	NA	NA	NA	NA	NA	S
1352.9454	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9455	I/R	NA	NA	NA	NA	NA	NA	S
1352.9456	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9457	I/R	NA	NA	NA	NA	NA	NA	S
1352.9458	I/R	NA	NA	NA	NA	NA	NA	S
1352.9445	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9365	I/R	NA	NA	NA	NA	NA	NA	S
1352.9623	I/R	NA	NA	NA	NA	NA	NA	S
1352.9625	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.98	I/R	NA	NA	NA	NA	NA	NA	S
1352.9801	I/R	NA	NA	NA	NA	NA	NA	S
1352.9802	I/R	NA	NA	NA	NA	NA	NA	S
1352.9804	I/R	NA	NA	NA	NA	NA	NA	S
1352.9806	I/R	NA	NA	NA	NA	NA	NA	S
1352.9807	I/R	NA	NA	NA	NA	NA	NA	S
1352.9808	I/R	NA	NA	NA	NA	NA	NA	S
1352.9809	I/R	NA	NA	NA	NA	NA	NA	S
1352.981	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9811	I/R	NA	NA	NA	NA	NA	NA	S
1352.9812	I/R	NA	NA	NA	NA	NA	NA	S
1352.9813	I/R	NA	NA	NA	NA	NA	NA	S
1352.9815	I/R	NA	NA	NA	NA	NA	NA	S
1352.9816	I/R	NA	NA	NA	NA	NA	NA	S
1352.9817	I/R	NA	NA	NA	NA	NA	NA	S
1352.9818	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9819	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.982	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9821	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9822	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9824	I/R	NA	NA	NA	NA	NA	NA	S
1352.9825	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9826	I/R	NA	NA	NA	NA	NA	NA	S
1352.9827	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9828	I/R	NA	NA	NA	NA	NA	NA	S
1352.9829	I/R	NA	NA	NA	NA	NA	NA	S
1352.983	I/R	NA	NA	NA	NA	NA	NA	S
1352.9799	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9831	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9798	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9795	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9763	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9764	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9766	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9767	I/R	NA	NA	NA	NA	NA	NA	S
1352.9768	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9769	I/R	NA	NA	NA	NA	NA	NA	S
1352.9772	I/R	NA	NA	NA	NA	NA	NA	S
1352.9773	I/R	NA	NA	NA	NA	NA	NA	S
1352.9774	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9775	S	NA	NA	NA	NA	NA	NA	S
1352.9776	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9777	I/R	NA	NA	NA	NA	NA	NA	S
1352.9778	I/R	NA	NA	NA	NA	NA	NA	S
1352.978	I/R	NA	NA	NA	NA	NA	NA	S
1352.9781	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9782	I/R	NA	NA	NA	NA	NA	NA	S
1352.9783	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9785	S	NA	NA	NA	NA	NA	NA	S
1352.9786	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9787	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9788	I/R	NA	NA	NA	NA	NA	NA	S
1352.9789	I/R	NA	NA	NA	NA	NA	NA	S
1352.979	I/R	NA	NA	NA	NA	NA	NA	S
1352.9791	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9792	I/R	NA	NA	NA	NA	NA	NA	S
1352.9793	I/R	NA	NA	NA	NA	NA	NA	S
1352.9794	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9797	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9832	I/R	NA	NA	NA	NA	NA	NA	S
1352.9833	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9834	I/R	NA	NA	NA	NA	NA	NA	S
1352.9871	I/R	NA	NA	NA	NA	NA	NA	S
1352.9872	I/R	NA	NA	NA	NA	NA	NA	S
1352.9873	I/R	NA	NA	NA	NA	NA	NA	S
1352.9875	I/R	NA	NA	NA	NA	NA	NA	S
1352.9876	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9877	I/R	NA	NA	NA	NA	NA	NA	S
1352.9878	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9879	I/R	NA	NA	NA	NA	NA	NA	S
1352.9881	I/R	NA	NA	NA	NA	NA	NA	S
1352.9882	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9883	I/R	NA	NA	NA	NA	NA	NA	S
1352.9884	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9885	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9886	I/R	NA	NA	NA	NA	NA	NA	S
1352.9887	I/R	NA	NA	NA	NA	NA	NA	S
1352.9889	I/R	NA	NA	NA	NA	NA	NA	S
1352.9892	S	NA	NA	NA	NA	NA	NA	S
1352.9893	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9894	I/R	NA	NA	NA	NA	NA	NA	S
1352.9895	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9896	I/R	NA	NA	NA	NA	NA	NA	S
1352.9897	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9898	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9899	S	NA	NA	NA	NA	NA	NA	S
1352.99	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9901	I/R	NA	NA	NA	NA	NA	NA	S
1352.9902	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.987	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9869	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9868	I/R	NA	NA	NA	NA	NA	NA	S
1352.9867	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9835	I/R	NA	NA	NA	NA	NA	NA	S
1352.9836	I/R	NA	NA	NA	NA	NA	NA	S
1352.9837	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9838	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9839	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.984	I/R	NA	NA	NA	NA	NA	NA	S
1352.9841	I/R	NA	NA	NA	NA	NA	NA	S
1352.9842	I/R	NA	NA	NA	NA	NA	NA	S
1352.9843	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9845	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9846	I/R	NA	NA	NA	NA	NA	NA	S
1352.9847	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9848	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9762	I/R	NA	NA	NA	NA	NA	NA	S
1352.985	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9852	I/R	NA	NA	NA	NA	NA	NA	S
1352.9854	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9855	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9856	S	NA	NA	NA	NA	NA	NA	S
1352.9857	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9858	I/R	NA	NA	NA	NA	NA	NA	I/R
