sample_name	ampicillin_RIS	gentamicin_RIS	linezolid_RIS	quinupristin_dalfopristin_RIS	streptomycin_RIS	teicoplanin_RIS	tigecycline_RIS	vancomycin_RIS
1352.1013	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10129	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10128	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.1012700000001	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10126	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10125	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10124	intermediate	NA	NA	NA	NA	NA	NA	susceptible
1352.10123	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10122	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10121	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.1012	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10119	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10118	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10147	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10117	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10148	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.1015	intermediate	NA	NA	NA	NA	NA	NA	susceptible
1352.10179	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10178	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10177	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10176	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10175	intermediate	NA	NA	NA	NA	NA	NA	susceptible
1352.10174	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10173	intermediate	NA	NA	NA	NA	NA	NA	susceptible
1352.10172	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10171	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.1017	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10169	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10168	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10167	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10166	intermediate	NA	NA	NA	NA	NA	NA	susceptible
1352.10165	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10164	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.1016299999999	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10162	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10161	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.1016	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10159	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10158	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10157	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10156	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10155	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.1015400000001	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10153	intermediate	NA	NA	NA	NA	NA	NA	susceptible
1352.10152	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10151	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10149	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10116	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10115	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10114	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10079	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10078	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10077	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10076	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10074	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10073	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10072	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.1007	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10069	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10068	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10067	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10066	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10065	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10064	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10063	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10062	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10061	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.1006	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10059	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10058	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10057	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10056	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10055	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10054	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10053	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10052	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10051	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.1005	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10049	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.1008	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10081	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10082	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10083	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10113	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10112	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10111	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.1011	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10109	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10108	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10107	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10106	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10105	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10104	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10103	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10102	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10101	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.101	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10047	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10099	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10097	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10096	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10095	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10094	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10093	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10092	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10091	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.1009	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10089	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10088	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10087	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10086	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10085	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10084	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10098	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.10462	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9965	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.10464	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.9532	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9533	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9534	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9535	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9536	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9537	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9538	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9539	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.954	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9541	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9542	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9543	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9544	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9545	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9546	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9547	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9548	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9549	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.955	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9551	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9552	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9553	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9554	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9555	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9556	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9557	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9558	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9531	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9559	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.953	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9527	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.95	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9501	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9502	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9503	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9504	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9505	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9506	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9507	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9508	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9509	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.951	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9511	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9512	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9513	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9514	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9515	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9516	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9517	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9518	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9519	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.952	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9521	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.9522	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9523	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9524	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9525	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9526	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9528	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.956	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9561	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9562	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9595	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9596	intermediate	NA	NA	NA	NA	NA	NA	resistant
1352.9597	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9598	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9599	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.96	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9601	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9602	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9603	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9604	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9605	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9606	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9607	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9608	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9609	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.961	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9611	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9612	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9613	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9614	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9615	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9616	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9617	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9618	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9619	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.962	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9621	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9594	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9593	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9592	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9591	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9563	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9564	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9565	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9566	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9567	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9568	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9569	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.957	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9571	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9572	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9573	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9574	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.9575	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9499	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9576	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9578	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9579	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.958	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9581	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9582	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9583	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9584	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9585	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9586	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9587	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9588	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9589	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.959	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9577	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9498	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9497	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9496	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9399	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.94	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9401	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9402	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9403	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9404	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9405	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9407	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9408	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9409	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.941	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.9411	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9412	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9413	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9414	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9415	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9416	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9417	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9418	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9419	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.942	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9421	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9422	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9423	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9424	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9425	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9426	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9397	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9396	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9395	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9394	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9366	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9367	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9368	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9369	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.937	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9371	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9372	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9373	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9374	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9375	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9376	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9377	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9378	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9427	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9379	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9381	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9382	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9383	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9385	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9386	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9387	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9388	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9389	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.939	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9391	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9392	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9393	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.938	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9622	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9428	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.943	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9464	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9465	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9466	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9467	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9468	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.947	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9471	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9472	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9473	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9474	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9475	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9476	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9477	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9478	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9479	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.948	susceptible	NA	NA	NA	NA	NA	NA	resistant
1352.9483	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9484	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9485	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9486	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9488	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9489	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.949	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9492	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9493	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9494	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9495	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9463	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9462	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9461	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.946	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9431	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9432	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9433	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9434	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9435	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9436	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.9437	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9438	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9439	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.944	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9441	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.10463	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9443	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9429	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9444	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9446	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9447	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9448	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9449	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.945	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9451	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9452000000001	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9453	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9454	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9455	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9456	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9457	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9458	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9445	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9365	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9623	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9625	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.98	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9801	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9802	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9804	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9806	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9807	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9808	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9809	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.981	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9811	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9812	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9813	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9815	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9816	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9817	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9818	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9819	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.982	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9821	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9822	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9824	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9825	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9826	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9827	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9828	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9829	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.983	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9799	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9831	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9798	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9795	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9763	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9764	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9766	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9767	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9768	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9769	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9772	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9773	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9774	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9775	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.9776	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9777	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9778	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.978	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9781	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9782	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9783	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9785	susceptible	NA	NA	NA	NA	NA	NA	susceptible
1352.9786	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9787	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9788	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9789	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.979	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9791	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9792	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9793	resistant	NA	NA	NA	NA	NA	NA	susceptible
1352.9794	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9797	resistant	NA	NA	NA	NA	NA	NA	resistant
1352.9832	resistant	NA	NA	NA	NA	NA	NA	susceptible
