sample_name	amikacin	amoxicillin	amoxicillin_clavulanic_acid	ampicillin	ampicillin_sulbactam	azithromycin	aztreonam	cefalothin	cefazolin	cefepime	cefotaxime	cefotetan	cefoxitin	ceftazidime	ceftiofur	ceftriaxone	cefuroxime	chloramphenicol	ciprofloxacin	colistin	doripenem	doxycycline	ertapenem	fosfomycin	gentamicin	imipenem	levofloxacin	meropenem	minocycline	nitrofurantoin	norfloxacin	piperacillin_tazobactam	streptomycin	sulfamethoxazole	tetracycline	tigecycline	tobramycin	trimethoprim	trimethoprim_sulphamethoxazole
562.65683	NA	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65682	NA	S	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65681	NA	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.6568	NA	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65679	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65678	NA	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65677	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65657	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65581	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.6558	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65579	NA	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.5729	NA	NA	NA	I/R	NA	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	I/R	NA
562.57291	NA	NA	NA	I/R	NA	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.57292	NA	NA	NA	I/R	NA	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	I/R	NA
562.57293	NA	NA	NA	I/R	NA	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	S	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	I/R	NA
562.57294	NA	NA	NA	I/R	NA	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	I/R	NA
562.57295	NA	NA	NA	I/R	NA	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	S	NA
562.57289	NA	NA	NA	I/R	NA	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	S	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	I/R	NA
562.57297	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.57299	NA	NA	NA	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.573	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.57301	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.57302	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.57304	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.57305	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.57298	NA	NA	NA	I/R	NA	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	I/R	NA
562.57306	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.57288	NA	NA	NA	I/R	NA	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	S	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	I/R	NA
562.65728	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65504	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65503	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65502	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65501	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.655	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65499	NA	S	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.57287	NA	NA	NA	I/R	NA	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	NA	I/R	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I/R	I/R	NA
562.65498	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65496	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65495	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65494	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65493	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65492	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65491	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65497	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.57307	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.6549	NA	S	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.57308	NA	NA	NA	S	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.65476	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65475	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65474	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65473	NA	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65472	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65471	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65477	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.6547	NA	S	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65468	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65467	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65466	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65465	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65161	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65463	NA	S	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65469	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65478	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65479	NA	S	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.6548	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.57309	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.5731	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.57311	NA	NA	NA	I/R	NA	NA	NA	I/R	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.57312	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.57313	NA	NA	NA	S	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.57314	NA	NA	NA	S	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	S	NA
562.65489	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65488	NA	S	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65487	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65486	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65485	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65484	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65483	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65482	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65481	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65505	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65506	NA	S	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65507	NA	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65508	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65559	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65558	NA	S	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65557	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65556	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65555	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65554	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.6556	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65553	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65551	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.6555	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65549	NA	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65548	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65547	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65546	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65552	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65561	NA	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65562	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65563	NA	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65578	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65577	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65576	NA	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65575	NA	S	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65574	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65573	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65572	NA	I/R	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65571	NA	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.6557	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.65569	NA	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
